14.39	18718	3.1	1644
12.98	21826	3.4	1893
11.6	26937	6.4	2311
11.45	35260	14.7	2998
11.21	48108	24.1	4404
10.55	59811	17.1	5046
10.42	70142	8.3	5846
10.06	78061	2.8	6420
9.14	83024	-0.8	6796
8.18	88479	-1.4	7159
7.58	98000	0.4	7858
6.95	108068	0.7	8622
6.45	119096	-0.8	9398
6.01	135174	1.2	10542
5.87	159587	3.9	12336
5.89	184089	1.8	14040
